Date		Open		Close		Percent Change		    NPC			       Day CDD
2024-01-01	42280.23	44167.33	4.463315360394205	    1.0446331536039422	1	0
2024-01-02	44187.14	44957.97	1.7444668290366876	    1.0174446682903668	2	0
2024-01-03	44961.6		42848.18	-4.7004999822070355	    0.9529950001779297	3	1
2024-01-04	42855.82	44179.92	3.0896620342347867	    1.030896620342348	4	0
2024-01-05	44192.98	44162.69	-0.06854029757667592	0.9993145970242332	5	1
2024-01-06	44178.95	43989.2		-0.42950319099933343	0.9957049680900067	6	2
2024-01-07	43998.46	43943.1		-0.12582258560867945	0.9987417741439133	7	3
2024-01-08	43948.71	46970.5		6.875719446600368	    1.0687571944660037	8	0
2024-01-09	46987.64	46139.73	-1.804538384988044	    0.9819546161501195	9	1
2024-01-10	46121.54	46627.78	1.097621631888263	    1.0109762163188827	10	0
2024-01-11	46656.07	46368.59	-0.6161684856868639	    0.9938383151431313	11	1
2024-01-12	46354.79	42853.17	-7.553955049737045	    0.9244604495026296	12	2
2024-01-13	42799.45	42842.38	0.10030502728422981	    1.0010030502728424	13	0
2024-01-14	42842.26	41796.27	-2.4414911818377583	    0.9755850881816224	14	1
2024-01-15	41715.07	42511.97	1.9103407953049136	    1.0191034079530492	15	0
2024-01-16	42499.34	43154.95	1.5426357209311972	    1.015426357209312	16	0
2024-01-17	43132.1		42742.65	-0.9029238084860164	    0.9909707619151398	17	1
2024-01-18	42742.31	41262.06	-3.463196069655571	    0.9653680393034443	18	2
2024-01-19	41278.46	41618.41	0.8235530104563115	    1.0082355301045631	19	0
2024-01-20	41624.59	41665.59	0.09849946870347553	    1.0009849946870348	20	0
2024-01-21	41671.49	41545.79	-0.301645081565351	    0.9969835491843465	21	1
2024-01-22	41553.65	39507.37	-4.92442902127731	    0.9507557097872269	22	2
2024-01-23	39518.71	39845.55	0.827051287858343	    1.0082705128785834	23	0
2024-01-24	39877.59	40077.07	0.5002308314018055	    1.005002308314018	24	0
2024-01-25	40075.55	39933.81	-0.35368198315433036	0.9964631801684567	25	1
2024-01-26	39936.82	41816.87	4.7075605919550005	    1.04707560591955	26	0
2024-01-27	41815.63	42120.05	0.7280052937143493	    1.0072800529371435	27	0
2024-01-28	42126.13	42035.59	-0.21492598536822843	0.9978507401463177	28	1
2024-01-29	42030.91	43288.25	2.9914650908105402	    1.0299146509081054	29	0
2024-01-30	43300.23	42952.61	-0.8028132875968618	    0.9919718671240314	30	1
2024-01-31	42946.25	42582.61	-0.8467328346479598	    0.9915326716535203	31	2
2024-02-01	42569.76	43075.77	1.188660683076425	    1.0118866068307641	32	0
2024-02-02	43077.64	43185.86	0.2512208189678013	    1.002512208189678	33	0
2024-02-03	43184.96	42992.25	-0.44624332174905135	0.9955375667825095	34	1
2024-02-04	42994.94	42583.58	-0.9567637494086527	    0.9904323625059135	35	2
2024-02-05	42577.62	42658.67	0.1903582210560281	    1.0019035822105602	36	0
2024-02-06	42657.39	43084.67	1.0016552817694633	    1.0100165528176945	37	0
2024-02-07	43090.02	44318.22	2.850311974791389	    1.028503119747914	38	0
2024-02-08	44332.13	45301.57	2.1867661219977528	    1.0218676612199775	39	0
2024-02-09	45297.38	47147.2		4.083724047615998	    1.04083724047616	40	0
2024-02-10	47153.53	47771.28	1.3100821932101372	    1.0131008219321014	41	0
2024-02-11	47768.97	48293.92	1.0989351455557805	    1.010989351455558	42	0
2024-02-12	48296.39	49958.22	3.4408989988692773	    1.0344089899886928	43	0
2024-02-13	49941.36	49742.44	-0.39830713460746414	0.9960169286539253	44	1
2024-02-14	49733.45	51826.7		4.208937847665907	    1.0420893784766592	45	0
2024-02-15	51836.79	51938.55	0.19630845197012012	    1.0019630845197012	46	0
2024-02-16	51937.73	52160.2		0.42833986005933233	    1.0042833986005935	47	0
2024-02-17	52161.68	51663.0		-0.9560274899121353	    0.9904397251008787	48	1
2024-02-18	51661.97	52122.55	0.8915262038981513	    1.0089152620389816	49	0
2024-02-19	52134.81	51779.14	-0.682212134272664	    0.9931778786572734	50	1
2024-02-20	51777.73	52284.88	0.9794751527345716	    1.0097947515273455	51	0
2024-02-21	52273.54	51839.18	-0.8309366459589318	    0.9916906335404108	52	1
2024-02-22	51854.64	51304.97	-1.0600208583069872	    0.9893997914169301	53	2
2024-02-23	51283.91	50731.95	-1.0762829901230353	    0.9892371700987697	54	3
2024-02-24	50736.37	51571.1		1.645230039121829	    1.0164523003912183	55	0
2024-02-25	51565.21	51733.24	0.32585923726481253	    1.003258592372648	56	0
2024-02-26	51730.54	54522.4		5.396928004231158	    1.0539692800423115	57	0
2024-02-27	54519.36	57085.37	4.706603305688112	    1.047066033056881	58	0
2024-02-28	57071.1		62504.79	9.520913386985711	    1.095209133869857	59	0
2024-02-29	62499.18	61198.38	-2.0813073067518695	    0.9791869269324813	60	1
2024-03-01	61168.06	62440.63	2.080448521663103	    1.020804485216631	61	0
2024-03-02	62431.65	62029.85	-0.6435838232691318	    0.9935641617673088	62	1
2024-03-03	62031.58	63167.37	1.830986732886702	    1.018309867328867	63	0
2024-03-04	63137.0		68330.41	8.225620476107517	    1.0822562047610753	64	0
2024-03-05	68341.05	63801.2		-6.642932761495477  	0.9335706723850453	65	1
2024-03-06	63776.05	66106.8		3.654585067591988   	1.03654585067592	66	0
2024-03-07	66099.74	66925.48	1.2492333555320954  	1.012492333555321	67	0
2024-03-08	66938.09	68300.09	2.0347159591795942  	1.020347159591796	68	0
2024-03-09	68299.26	68498.88	0.29227256634992815 	1.0029227256634992	69	0
2024-03-10	68500.26	69019.79	0.758435077472697   	1.007584350774727	70	0
2024-03-11	69020.55	72123.91	4.496284077713088   	1.0449628407771308	71	0
2024-03-12	72125.13	71481.29	-0.8926708347007638 	0.9910732916529923	72	1
2024-03-13	71482.12	73083.5		2.2402525274852017  	1.0224025252748519	73	0
2024-03-14	73079.38	71396.59	-2.3026878443686964 	0.9769731215563131	74	1
2024-03-15	71387.88	69403.77	-2.7793373328918025 	0.972206626671082	75	2
2024-03-16	69392.48	65315.12	-5.875795187028903  	0.941242048129711	76	3
2024-03-17	65316.34	68390.63	4.706770158891341   	1.0470677015889134	77	0
2024-03-18	68371.3		67548.59	-1.203297289944767  	0.9879670271005523	78	1
2024-03-19	67556.13	61912.77	-8.353586861769625  	0.9164641313823038	79	2
2024-03-20	61930.16	67913.67	9.661706024980388   	1.096617060249804	80	0
2024-03-21	67911.59	65491.39	-3.563751047501608  	0.9643624895249839	81	1
2024-03-22	65489.93	63778.76	-2.6128749870399894 	0.9738712501296001	82	2
2024-03-23	63802.72	64062.2		0.4066911253940207  	1.0040669112539402	83	0
2024-03-24	64070.75	67234.17	4.9373856244854295  	1.0493738562448542	84	0
2024-03-25	67234.09	69958.81	4.052587013522457   	1.0405258701352245	85	0
2024-03-26	69931.33	69987.84	0.08080784392345285 	1.0008080784392346	86	0
2024-03-27	69991.9		69455.34	-0.7666029926320014 	0.99233397007368	87	1
2024-03-28	69452.77	70744.95	1.8605161464402256	    1.0186051614644023	88	0
2024-03-29	70744.8		69892.83	-1.2042863927808136 	0.9879571360721918	89	1
2024-03-30	69893.45	69645.3		-0.35504042224270543    0.9964495957775729	90	2
2024-03-31	69647.78	71333.65	2.4205653073220645  	1.0242056530732206	91	0
2024-04-01	71333.48	69702.15	-2.2869065129024992 	0.9771309348709749	92	1
2024-04-02	69705.02	65446.97	-6.108670508953304  	0.9389132949104669	93	2
2024-04-03	65446.67	65980.81	0.8161454203857881  	1.008161454203858	94	0
2024-04-04	65975.7		68508.84	3.8395045448551506  	1.0383950454485515	95	0
2024-04-05	68515.76	67837.64	-0.9897284945828455 	0.9901027150541715	96	1
2024-04-06	67840.57	68896.11	1.5559126345783851  	1.015559126345784	97	0
2024-04-07	68897.11	69362.55	0.675558089446716   	1.006755580894467	98	0
2024-04-08	69362.55	71631.36	3.2709437585555863  	1.032709437585556	99	0
2024-04-09	71632.5		69139.02	-3.480933933619511  	0.9651906606638049	100	1
2024-04-10	69140.24	70587.88	2.0937734667973373  	1.0209377346679733	101	0
2024-04-11	70575.73	70060.61	-0.729882638125026  	0.9927011736187498	102	1
2024-04-12	70061.38	67195.87	-4.089999369124629  	0.9591000063087537	103	2
2024-04-13	67188.38	63821.47	-5.011149249319605  	0.949888507506804	104	3
2024-04-14	63836.23	65738.73	2.980282513550679   	1.0298028251355067	105	0
2024-04-15	65739.65	63426.21	-3.5190938801773286 	0.9648090611982267	106	1
2024-04-16	63419.3		63811.86	0.6189913795957975  	1.006189913795958	107	0
2024-04-17	63831.85	61276.69	-4.002954637849281  	0.9599704536215071	108	1
2024-04-18	61275.32	63512.75	3.651437479233075   	1.0365143747923309	109	0
2024-04-19	63510.75	63843.57	0.5240372692811842  	1.0052403726928119	110	0
2024-04-20	63851.1		64994.44	1.7906347737157289	    1.0179063477371573	111	0
2024-04-21	64992.82	64926.64	-0.101826632541872  	0.9989817336745813	112	1
2024-04-22	64935.63	66837.68	2.9291315106975873  	1.0292913151069758	113	0
2024-04-23	66839.89	66407.27	-0.64724822258085	    0.9935275177741915	114	1
2024-04-24	66408.72	64276.9		-3.210150715147046  	0.9678984928485295	115	2
2024-04-25	64275.02	64481.71	0.321571272945543   	1.0032157127294554	116	0
2024-04-26	64485.37	63755.32	-1.132117253882552  	0.9886788274611744	117	1
2024-04-27	63750.99	63419.14	-0.5205409359133067 	0.994794590640867	118	2
2024-04-28	63423.52	63113.23	-0.48923490843774303	0.9951076509156226	119	3
2024-04-29	63106.36	63841.12	1.1643200463471544  	1.0116432004634717	120	0
2024-04-30	63839.42	60636.86	-5.016586930144412  	0.9498341306985558	121	1
2024-05-01	60609.5		58254.01	-3.886337950321316  	0.9611366204967868	122	2
2024-05-02	58253.7		59123.43	1.4930038778652743	    1.0149300387786528	123	0
2024-05-03	59122.3		62889.84	6.372451680668704   	1.0637245168066871	124	0
2024-05-04	62891.03	63891.47	1.590751495086028   	1.0159075149508603	125	0
2024-05-05	63892.45	64031.13	0.21705224952244012 	1.0021705224952244	126	0
2024-05-06	64038.31	63161.95	-1.368493328446676  	0.9863150667155333	127	1
2024-05-07	63162.76	62334.82	-1.3108040243966577 	0.9868919597560334	128	2
2024-05-08	62332.64	61187.94	-1.836437538984386  	0.9816356246101562	129	3
2024-05-09	61191.2		63049.96	3.037626325353976   	1.0303762632535398	130	0
2024-05-10	63055.19	60792.78	-3.58798379641708   	0.9641201620358292	131	1
2024-05-11	60793.36	60793.71	0.000575720769502697	1.000005757207695	132	0
2024-05-12	60793.5		61448.39	1.0772368756528239  	1.0107723687565282	133	0
2024-05-13	61451.22	62901.45	2.3599694196469914  	1.0235996941964698	134	0
2024-05-14	62900.77	61552.79	-2.1430262300445544 	0.9785697376995545	135	1
2024-05-15	61553.99	66267.49	7.657505224275482	    1.0765750522427548	136	0
2024-05-16	66256.11	65231.58	-1.5463177660143326 	0.9845368223398567	137	1
2024-05-17	65231.3		67051.88	2.79096078109742    	1.0279096078109742	138	0
2024-05-18	67066.21	66940.8		-0.1869943150209375 	0.9981300568497906	139	1
2024-05-19	66937.93	66278.37	-0.9853307384916111 	0.9901466926150839	140	2
2024-05-20	66278.74	71448.2		7.799574946657089   	1.0779957494665708	141	0
2024-05-21	71443.06	70136.53	-1.8287710520797944 	0.9817122894792021	142	1
2024-05-22	70135.32	69122.34	-1.4443222045611404 	0.9855567779543886	143	2
2024-05-23	69121.3		67929.56	-1.7241284524452016 	0.982758715475548	144	3
2024-05-24	67928.13	68526.1		0.8802980444184186  	1.0088029804441843	145	0
2024-05-25	68526.92	69265.95	1.0784520886098468  	1.0107845208860986	146	0
2024-05-26	69264.29	68518.09	-1.0773228167068443 	0.9892267718329316	147	1
2024-05-27	68512.18	69394.55	1.2879023846562903  	1.0128790238465628	148	0
2024-05-28	69392.2		68296.22	-1.5793994137669594 	0.9842060058623303	149	1
2024-05-29	68296.35	67578.09	-1.0516813856084684 	0.9894831861439153	150	2
2024-05-30	67576.09	68364.99	1.167424750381398   	1.011674247503814	151	0
2024-05-31	68362.52	67491.41	-1.2742508614369403 	0.9872574913856306	152	1
2024-06-01	67489.61	67706.94	0.32201993758743275 	1.0032201993758743	153	0
2024-06-02	67710.27	67751.6		0.06103948485215278 	1.0006103948485217	154	0
2024-06-03	67753.9		68804.78	1.5510251070418157	    1.0155102510704181	155	0
2024-06-04	68804.57	70567.77	2.5626204770991183  	1.0256262047709912	156	0
2024-06-05	70568.35	71082.82	0.7290378760449991  	1.00729037876045	157	0
2024-06-06	71082.84	70757.16	-0.4581696510718945 	0.9954183034892811	158	1
2024-06-07	70759.19	69342.59	-2.002001436138551  	0.9799799856386144	159	2
2024-06-08	69324.18	69305.77	-0.026556390569623677	0.9997344360943038	160	3
2024-06-09	69297.49	69647.99	0.5057903251618492  	1.0050579032516185	161	0
2024-06-10	69644.31	69512.28	-0.18957758358148546	0.9981042241641852	162	1
2024-06-11	69508.08	67332.03	-3.130643228815992  	0.96869356771184	163	2
2024-06-12	67321.38	68241.19	1.3662970069835134  	1.0136629700698352	164	0
2024-06-13	68243.1		66756.4		-2.1785352658364165 	0.9782146473416359	165	1
2024-06-14	66747.57	66011.09	-1.1033809919971775 	0.9889661900800282	166	2
2024-06-15	66006.74	66191.0		0.27915331070735316 	1.0027915331070736	167	0
2024-06-16	66189.36	66639.05	0.6793992267035099  	1.006793992267035	168	0
2024-06-17	66636.52	66490.3		-0.21942922589595187	0.9978057077410405	169	1
2024-06-18	66490.98	65140.75	-2.0306964944718757 	0.9796930350552813	170	2
2024-06-19	65146.66	64960.3		-0.2860622478573738 	0.9971393775214262	171	3
2024-06-20	64960.3		64828.66	-0.20264684738216945	0.9979735315261783	172	4
2024-06-21	64837.99	64096.2		-1.1440669274294297 	0.9885593307257057	173	5
2024-06-22	64113.86	64252.58	0.21636507301229588 	1.002163650730123	174	0
2024-06-23	64248.96	63180.8		-1.6625327476117842 	0.9833746725238822	175	1
2024-06-24	63173.35	60277.41	-4.5841165618096795 	0.9541588343819032	176	2
2024-06-25	60266.28	61804.64	2.5526048729073714  	1.0255260487290736	177	0
2024-06-26	61789.68	60811.28	-1.5834359394643271 	0.9841656406053567	178	1
2024-06-27	60811.23	61604.8		1.304972782165399   	1.013049727821654	179	0
2024-06-28	61612.8		60320.14	-2.0980380700114316 	0.9790196192998857	180	1
2024-06-29	60319.88	60887.38	0.9408175215202683  	1.0094081752152027	181	0
2024-06-30	60888.45	62678.29	2.939539436461273   	1.0293953943646128	182	0
2024-07-01	62673.61	62851.98	0.28460144548878324 	1.0028460144548879	183	0
2024-07-02	62844.41	62029.02	-1.297474190624125  	0.9870252580937587	184	1
2024-07-03	62034.33	60173.92	-2.999000714604322  	0.9700099928539568	185	2
2024-07-04	60147.14	56977.7		-5.2694774847149874 	0.9473052251528502	186	3
2024-07-05	57022.81	56662.38	-0.632080390285923  	0.9936791960971408	187	4
2024-07-06	56659.07	58303.54	2.902394974008576   	1.0290239497400857	188	0
2024-07-07	58239.43	55849.11	-4.104298410887606  	0.9589570158911239	189	1
2024-07-08	55849.57	56705.1		1.5318470670409796  	1.01531847067041	190	0
2024-07-09	56704.6		58009.23	2.300748087456758   	1.0230074808745675	191	0
2024-07-10	58033.88	57742.5		-0.5020860228542318 	0.9949791397714577	192	1
2024-07-11	57729.89	57344.91	-0.6668642535088771 	0.9933313574649112	193	2
2024-07-12	57341.2		57899.46	0.9735757186804637  	1.0097357571868046	194	0
2024-07-13	57908.74	59231.95	2.284991868239577   	1.0228499186823958	195	0
2024-07-14	59225.25	60787.79	2.6383003870815247  	1.0263830038708153	196	0
2024-07-15	60815.46	64870.15	6.667202714572911   	1.066672027145729	197	0
2024-07-16	64784.42	65097.15	0.48272408705673864 	1.0048272408705674	198	0
2024-07-17	65091.83	64118.79	-1.494872705222761  	0.9850512729477724	199	1
2024-07-18	64104.74	63974.07	-0.20383828091338996	0.9979616171908661	200	2
2024-07-19	63972.32	66710.16	4.279725981486999   	1.04279725981487	201	0
2024-07-20	66709.92	67163.65	0.6801537162688787  	1.0068015371626888	202	0
2024-07-21	67164.91	68154.52	1.4734032994312067  	1.0147340329943122	203	0
2024-07-22	68152.98	67585.25	-0.8330230020756186 	0.9916697699792438	204	1
2024-07-23	67584.8		65927.67	-2.451927060522491  	0.975480729394775	205	2
2024-07-24	65927.86	65372.13	-0.8429365066604667 	0.9915706349333954	206	3
2024-07-25	65375.88	65777.23	0.6139114303317961  	1.006139114303318	207	0
2024-07-26	65771.81	67912.06	3.2540536743629223  	1.0325405367436291	208	0
2024-07-27	67911.81	67813.34	-0.1449968716781384 	0.9985500312832187	209	1
2024-07-28	67808.66	68255.87	0.6595175306516775  	1.0065951753065168	210	0
2024-07-29	68259.05	66819.91	-2.1083504678134246 	0.9789164953218658	211	1
2024-07-30	66819.05	66201.02	-0.9249308393339906 	0.9907506916066601	212	2
2024-07-31	66201.27	64619.25	-2.3897124632201225 	0.9761028753677988	213	3
2024-08-01	64625.84	65357.5		1.1321477600910155  	1.01132147760091	214	0
2024-08-02	65353.5		61415.07	-6.02634900961693   	0.9397365099038306	215	1
2024-08-03	61414.81	60680.09	-1.196323818310276  	0.9880367618168973	216	2
2024-08-04	60676.09	58116.98	-4.21765805937725   	0.9578234194062276	217	3
2024-08-05	58110.3		53991.46	-7.087968914288867  	0.9291203108571113	218	4
2024-08-06	53991.35	56034.32	3.7838838999210083  	1.0378388389992101	219	0
2024-08-07	56040.63	55027.46	-1.807920432015126  	0.9819207956798488	220	1
2024-08-08	55030.03	61710.14	12.139026636910794  	1.121390266369108	221	0
2024-08-09	61728.21	60880.11	-1.3739261190305023 	0.986260738809695	222	1
