Date        Open        Close
04.02.24	69705.02	65446.97
04.03.24	65446.67	65980.81
04.04.24	65975.7	    68508.84
04.05.24	68515.76	67837.64
04.06.24	67840.57	68896.11
04.07.24	68897.11	69362.55
04.08.24	69362.55	71631.36
04.09.24	71632.5	    69139.02
04.10.24	69140.24	70587.88
04.11.24	70575.73	70060.61
04.12.24	70061.38	67195.87
04.13.24	67188.38	63821.47
04.14.24	63836.23	65738.73
04.15.24	65739.65	63426.21
04.16.24	63419.3	    63811.86
04.17.24	63831.85	61276.69
04.18.24	61275.32	63512.75
04.19.24	63510.75	63843.57
04.20.24	63851.1	    64994.44
04.21.24	64992.82	64926.64
04.22.24	64935.63	66837.68
04.23.24	66839.89	66407.27
04.24.24	66408.72	64276.9
04.25.24	64275.02	64481.71
04.26.24	64485.37	63755.32
04.27.24	63750.99	63419.14
04.28.24	63423.52	63113.23
04.29.24	63106.36	63841.12
04.30.24	63839.42	60636.86
05.01.24	60609.5	    58254.01
05.02.24	58253.7	    59123.43
05.03.24	59122.3	    62889.84
05.04.24	62891.03	63891.47
05.05.24	63892.45	64031.13
05.06.24	64038.31	63161.95
05.07.24	63162.76	62334.82
05.08.24	62332.64	61187.94
05.09.24	61191.2	    63049.96
05.10.24	63055.19	60792.78
05.11.24	60793.36	60793.71
05.12.24	60793.5	    61448.39
05.13.24	61451.22	62901.45
05.14.24	62900.77	61552.79
05.15.24	61553.99	66267.49
05.16.24	66256.11	65231.58
05.17.24	65231.3	    67051.88
05.18.24	67066.21	66940.8
05.19.24	66937.93	66278.37
05.20.24	66278.74	71448.2
05.21.24	71443.06	70136.53
05.22.24	70135.32	69122.34
05.23.24	69121.3	    67929.56
05.24.24	67928.13	68526.1
05.25.24	68526.92	69265.95
05.26.24	69264.29	68518.09
05.27.24	68512.18	69394.55
05.28.24	69392.2	    68296.22
05.29.24	68296.35	67578.09
05.30.24	67576.09	68364.99
05.31.24	68362.52	67491.41
06.01.24	67489.61	67706.94
06.02.24	67710.27	67751.6
06.03.24	67753.9	    68804.78
06.04.24	68804.57	70567.77
06.05.24	70568.35	71082.82
06.06.24	71082.84	70757.16
06.07.24	70759.19	69342.59
06.08.24	69324.18	69305.77
06.09.24	69297.49	69647.99
06.10.24	69644.31	69512.28
06.11.24	69508.08	67332.03
06.12.24	67321.38	68241.19
06.13.24	68243.1	    66756.4
06.14.24	66747.57	66011.09
06.15.24	66006.74	66191.0
06.16.24	66189.36	66639.05
06.17.24	66636.52	66490.3
06.18.24	66490.98	65140.75
06.19.24	65146.66	64960.3
06.20.24	64960.3	    64828.66
06.21.24	64837.99	64096.2
06.22.24	64113.86	64252.58
06.23.24	64248.96	63180.8
06.24.24	63173.35	60277.41
06.25.24	60266.28	61804.64
06.26.24	61789.68	60811.28
06.27.24	60811.23	61604.8
06.28.24	61612.8	    60320.14
06.29.24	60319.88	60887.38
06.30.24	60888.45	62678.29
07.01.24	62673.61	62851.98
07.02.24	62844.41	62029.02
07.03.24	62034.33	60173.92
07.04.24	60147.14	56977.7
07.05.24	57022.81	56662.38
07.06.24	56659.07	58303.54
07.07.24	58239.43	55849.11
07.08.24	55849.57	56705.1
07.09.24	56704.6	    58009.23
07.10.24	58033.88	57742.5
07.11.24	57729.89	57344.91
07.12.24	57341.2	    57899.46
07.13.24	57908.74	59231.95
07.14.24	59225.25	60787.79
07.15.24	60815.46	64870.15
07.16.24	64784.42	65097.15
07.17.24	65091.83	64118.79
07.18.24	64104.74	63974.07
07.19.24	63972.32	66710.16
07.20.24	66709.92	67163.65
07.21.24	67164.91	68154.52
07.22.24	68152.98	67585.25
07.23.24	67584.8	    65927.67
07.24.24	65927.86	65372.13
07.25.24	65375.88	65777.23
07.26.24	65771.81	67912.06
07.27.24	67911.81	67813.34
07.28.24	67808.66	68255.87
07.29.24	68259.05	66819.91
07.30.24	66819.05	66201.02
07.31.24	66201.27	64619.25
08.01.24	64625.84	65357.5
08.02.24	65353.5	    61415.07
08.03.24	61414.81	60680.09
08.04.24	60676.09	58116.98
08.05.24	58110.3	    53991.46
08.06.24	53991.35	56034.32
08.07.24	56040.63	55027.46
08.08.24	55030.03	61710.14
08.09.24	61728.21	60880.11
08.10.24	60881.23	60945.81
08.11.24	60944.89	58719.48
08.12.24	58719.39	59354.52
08.13.24	59356.21	60609.57
08.14.24	60611.05	58737.27
08.15.24	58733.26	57560.1
08.16.24	57560.27	58894.11
08.17.24	58893.53	59478.97
08.18.24	59468.13	58483.96
08.19.24	58480.71	59493.45
08.20.24	59493.45	59012.79
08.21.24	59014.99	61175.19
08.22.24	61168.32	60381.91
08.23.24	60380.95	64094.36
08.24.24	64103.87	64178.99
08.25.24	64176.37	64333.54
08.26.24	64342.23	62880.66
08.27.24	62879.71	59504.13
08.28.24	59507.93	59027.63
08.29.24	59027.47	59388.18
08.30.24	59388.6	    59119.48
08.31.24	59117.48	58969.9
09.01.24	58969.8	    57325.49
09.02.24	57326.97	59112.48
09.03.24	59106.19	57431.02
09.04.24	57430.35	57971.54
09.05.24	57971.7	    56160.49
09.06.24	56160.19	53948.75
09.07.24	53949.09	54139.69
09.08.24	54147.93	54841.57
09.09.24	54851.89	57019.54
09.10.24	57020.1	    57648.71
09.11.24	57650.29	57343.17
09.12.24	57343.17	58127.01
09.13.24	58130.32	60571.3
09.14.24	60569.12	60005.12
09.15.24	60000.73	59182.84
09.16.24	59185.23	58192.51
09.17.24	58192.51	60308.54
09.18.24	60309.0	    61649.68
09.19.24	61651.16	62940.46
09.20.24	62941.43	63192.98
09.21.24	63184.34	63394.84
09.22.24	63396.8	    63648.71
09.23.24	63643.1	    63329.8
09.24.24	63326.84	64301.97
09.25.24	64302.59	63143.14
09.26.24	63138.55	65181.02
09.27.24	65180.66	65790.66
09.28.24	65792.18	65887.65
09.29.24	65888.9	    65635.3
09.30.24	65634.66	63329.5
10.01.24	63335.61	60837.01
10.02.24	60836.32	60632.79
10.03.24	60632.48	60759.4
10.04.24	60754.63	62067.48
10.05.24	62067.61	62089.95
10.06.24	62084.99	62818.95
10.07.24	62819.11	62236.66
10.08.24	62221.64	62131.97
10.09.24	62131.73	60582.1
10.10.24	60581.93	60274.5
10.11.24	60275.46	62445.09
10.12.24	62444.62	63193.02
10.13.24	63192.95	62851.38
10.14.24	62848.4	    66046.13
10.15.24	66050.37	67041.11
10.16.24	67042.46	67612.72
10.17.24	67617.08	67399.84
10.18.24	67419.11	68418.79
10.19.24	68418.98	68362.73
10.20.24	68364.18	69001.7
10.21.24	69002.0	    67367.85
10.22.24	67360.7	    67361.41
10.23.24	67362.38	66432.2
10.24.24	66653.7	    68161.05
10.25.24	68165.3	    66642.41
10.26.24	66628.73	67014.7
10.27.24	67023.48	67929.3
10.28.24	67922.67	69907.76
10.29.24	69910.05	72720.49
10.30.24	72715.37	72339.54
10.31.24	72335.05	70215.19
11.01.24	70216.9	    69482.47
11.02.24	69486.02	69289.27
11.03.24	69296.38	68741.12
11.04.24	68742.13	67811.51
11.05.24	67811.17	69359.56
11.06.24	69358.5	    75639.08
11.07.24	75637.09	75904.86
11.08.24	75902.84	76545.48
11.09.24	76556.19	76778.87
11.10.24	76775.55	80474.19
11.11.24	80471.41	88701.48
11.12.24	88705.56	87955.81
11.13.24	87929.97	90584.16
11.14.24	90574.88	87250.43
11.15.24	87284.18	91066.01
11.16.24	91064.37	90558.48
11.17.24	90558.46	89845.85
11.18.24	89843.72	90542.64
11.19.24	90536.81	92343.79
11.20.24	92341.89	94339.49
11.21.24	94334.64	98504.73
11.22.24	98496.43	98997.66
11.23.24	99006.74	97777.28
11.24.24	97778.09	98013.82
11.25.24	98033.45	93102.3
11.26.24	93087.28	91985.32
11.27.24	91978.14	95962.53
11.28.24	95954.95	95652.47
11.29.24	95653.95	97461.52
11.30.24	97468.81	96449.05
12.01.24	96461.34	97279.79
12.02.24	97276.01	95865.3
12.03.24	95854.59	96002.16
12.04.24	95988.53	98768.53
12.05.24	98741.54	96593.57
12.06.24	97074.23	99920.71
12.07.24	99916.71	99923.34
12.08.24	99921.91	101236.02
12.09.24	101237.06	97432.72
12.10.24	97441.23	96675.43
12.11.24	96656.06	101173.03
12.12.24	101167.8	100043.0
12.13.24	100046.65	101459.26
12.14.24	101451.44	101372.97
12.15.24	101373.53	104298.7
12.16.24	104293.58	106029.72
12.17.24	106030.69	106140.6
12.18.24	106147.3	100041.54
12.19.24	100070.69	97490.95
12.20.24	97484.7	    97755.93
12.21.24	97756.2	    97224.73
12.22.24	97218.32	95104.94
12.23.24	95099.39	94686.24
12.24.24	94684.34	98676.09
12.25.24	98675.91	99299.2
12.26.24	99297.7	    95795.52
12.27.24	95704.98	94164.86
12.28.24	94160.19	95163.93
12.29.24    95174.05	93530.23
